Gene1,Gene2
NR2F6,MED1
MED1,NR2F6
PKNOX1,RARG
RARG,PKNOX1
PKNOX1,POLR2G
POLR2G,PKNOX1
PKNOX1,MAFB
MAFB,PKNOX1
PKNOX1,POLR2J
POLR2J,PKNOX1
PKNOX1,WDR5
WDR5,PKNOX1
PKNOX1,HIST2H2BE
HIST2H2BE,PKNOX1
PKNOX1,HIST1H2BN
HIST1H2BN,PKNOX1
PKNOX1,H2AFZ
PKNOX1,POLR2L
POLR2L,PKNOX1
PKNOX1,PBX1
PBX1,PKNOX1
PKNOX1,SUZ12
SUZ12,PKNOX1
PKNOX1,POLR2H
POLR2H,PKNOX1
PKNOX1,RBBP4
RBBP4,PKNOX1
PKNOX1,RXRA
RXRA,PKNOX1
PKNOX1,POLR2F
POLR2F,PKNOX1
PKNOX1,POLR2E
POLR2E,PKNOX1
PKNOX1,POLR2K
POLR2K,PKNOX1
PKNOX1,POLR2B
POLR2B,PKNOX1
PKNOX1,NCOA6
NCOA6,PKNOX1
PKNOX1,EZH2
EZH2,PKNOX1
PKNOX1,RBBP7
RBBP7,PKNOX1
U2AF1,SRSF3
SRSF3,U2AF1
U2AF1,DEK
DEK,U2AF1
U2AF1,ASXL1
ASXL1,U2AF1
U2AF1,SRSF5
SRSF5,U2AF1
U2AF1,CDC5L
CDC5L,U2AF1
U2AF1,SRSF2
SRSF2,U2AF1
U2AF1,U2AF1
MED27,NCOA1
NCOA1,MED27
MED27,RXRA
RXRA,MED27
MED27,MED30
MED30,MED27
MED27,MED1
MED1,MED27
MED27,CEBPA
CEBPA,MED27
MED27,HDAC3
HDAC3,MED27
MED27,CEBPD
CEBPD,MED27
MED27,MED13
MED13,MED27
MED27,THRAP3
THRAP3,MED27
MED27,MED14
MED14,MED27
MED27,NCOR2
NCOR2,MED27
MED27,GTF2A1
GTF2A1,MED27
MED27,MED6
MED6,MED27
ZSCAN21,ZNF496
ZNF496,ZSCAN21
MAML1,ELF3
ELF3,MAML1
MAML1,SPEN
SPEN,MAML1
MAML1,CREB1
CREB1,MAML1
MAML1,HDAC3
HDAC3,MAML1
MAML1,TFDP1
TFDP1,MAML1
MAML1,HDAC2
HDAC2,MAML1
MAML1,MYC
MYC,MAML1
MAML1,PBX1
PBX1,MAML1
MAML1,HDAC1
HDAC1,MAML1
MAML1,NCOR2
NCOR2,MAML1
MAML1,RBPJ
RBPJ,MAML1
POLR2J,JUN
JUN,POLR2J
POLR2J,GTF2F1
GTF2F1,POLR2J
POLR2J,POLR3K
POLR2J,RARG
RARG,POLR2J
POLR2J,YBX1
YBX1,POLR2J
POLR2J,POLR2G
POLR2G,POLR2J
POLR2J,POLR1B
POLR1B,POLR2J
POLR2J,SRSF3
SRSF3,POLR2J
POLR2J,NME2
NME2,POLR2J
POLR2J,MAFB
MAFB,POLR2J
POLR2J,POU2F1
POU2F1,POLR2J
POLR2J,ZNRD1
ZNRD1,POLR2J
POLR2J,WDR5
WDR5,POLR2J
POLR2J,TCEA2
TCEA2,POLR2J
POLR2J,HIST2H2BE
HIST2H2BE,POLR2J
POLR2J,HNRNPR
HNRNPR,POLR2J
POLR2J,TBP
TBP,POLR2J
POLR2J,HIST1H2BN
HIST1H2BN,POLR2J
POLR2J,HDAC3
HDAC3,POLR2J
POLR2J,TAF5
TAF5,POLR2J
POLR2J,RNPS1
RNPS1,POLR2J
POLR2J,H2AFZ
POLR2J,COPS5
COPS5,POLR2J
POLR2J,HNRNPK
HNRNPK,POLR2J
POLR2J,HNRNPD
HNRNPD,POLR2J
POLR2J,SP1
SP1,POLR2J
POLR2J,POLR2L
POLR2L,POLR2J
POLR2J,DDB1
DDB1,POLR2J
POLR2J,TAF9B
TAF9B,POLR2J
POLR2J,CTDP1
CTDP1,POLR2J
POLR2J,GTF2H2
GTF2H2,POLR2J
POLR2J,ZC3H8
ZC3H8,POLR2J
POLR2J,PBX1
PBX1,POLR2J
POLR2J,ERCC2
ERCC2,POLR2J
POLR2J,TAF6
TAF6,POLR2J
POLR2J,MED14
MED14,POLR2J
POLR2J,ALYREF
ALYREF,POLR2J
POLR2J,AATF
AATF,POLR2J
POLR2J,RAN
POLR2J,ZNF143
ZNF143,POLR2J
POLR2J,SUZ12
SUZ12,POLR2J
POLR2J,POLD2
POLR2J,POLR3F
POLR3F,POLR2J
POLR2J,HNRNPA1
POLR2J,PCNA
POLR2J,GTF2F2
GTF2F2,POLR2J
POLR2J,GTF2A1
GTF2A1,POLR2J
POLR2J,MED6
MED6,POLR2J
POLR2J,ELAVL2
ELAVL2,POLR2J
POLR2J,POLR2H
POLR2H,POLR2J
POLR2J,CTR9
CTR9,POLR2J
POLR2J,SRSF10
SRSF10,POLR2J
POLR2J,SRSF5
SRSF5,POLR2J
POLR2J,TCEB1
TCEB1,POLR2J
POLR2J,PAX6
PAX6,POLR2J
POLR2J,HNRNPA2B1
POLR2J,CDC5L
CDC5L,POLR2J
POLR2J,SNRPB
SNRPB,POLR2J
POLR2J,SOX2
SOX2,POLR2J
POLR2J,TCEB3
TCEB3,POLR2J
POLR2J,RBBP4
RBBP4,POLR2J
POLR2J,RXRA
RXRA,POLR2J
POLR2J,PLRG1
PLRG1,POLR2J
POLR2J,SRSF2
SRSF2,POLR2J
POLR2J,GTF2A2
GTF2A2,POLR2J
POLR2J,POLR2F
POLR2F,POLR2J
POLR2J,TAF11
TAF11,POLR2J
POLR2J,POLR2E
POLR2E,POLR2J
POLR2J,HNRNPH1
POLR2J,POLR2K
POLR2K,POLR2J
POLR2J,GTF2H3
GTF2H3,POLR2J
POLR2J,BRCA1
BRCA1,POLR2J
POLR2J,SNAPC5
SNAPC5,POLR2J
POLR2J,RFC1
RFC1,POLR2J
POLR2J,POLR2B
POLR2B,POLR2J
POLR2J,HNRNPUL1
HNRNPUL1,POLR2J
POLR2J,HMGN1
HMGN1,POLR2J
POLR2J,SRRM1
SRRM1,POLR2J
POLR2J,POLR1C
POLR1C,POLR2J
POLR2J,NCOA6
NCOA6,POLR2J
POLR2J,COPS2
COPS2,POLR2J
POLR2J,FANCI
POLR2J,SNRPD1
SNRPD1,POLR2J
POLR2J,RBFOX2
RBFOX2,POLR2J
POLR2J,NELFCD
NELFCD,POLR2J
POLR2J,TCEA1
TCEA1,POLR2J
POLR2J,EZH2
EZH2,POLR2J
POLR2J,RBMX
RBMX,POLR2J
POLR2J,TAF13
TAF13,POLR2J
POLR2J,TAF7
TAF7,POLR2J
POLR2J,RBBP7
RBBP7,POLR2J
STAT5B,STAT2
STAT2,STAT5B
STAT5B,IRF9
IRF9,STAT5B
STAT5B,PIAS2
PIAS2,STAT5B
STAT5B,MYC
MYC,STAT5B
STAT5B,PIM2
STAT5B,HDAC1
HDAC1,STAT5B
STAT5B,BCL6
BCL6,STAT5B
STAT5B,STAT4
STAT4,STAT5B
STAT5B,FOS
FOS,STAT5B
STAT5B,PIAS3
PIAS3,STAT5B
STAT5B,CUX1
CUX1,STAT5B
STAT5B,ZMYM2
ZMYM2,STAT5B
STAT5B,STAT6
STAT6,STAT5B
STAT5B,PCNA
STAT5B,SMARCA4
SMARCA4,STAT5B
STAT5B,TRIM24
TRIM24,STAT5B
STAT5B,LRRFIP1
LRRFIP1,STAT5B
STAT5B,BCR
BCR,STAT5B
POLR3D,POLR3K
GTF2F1,POLR3K
POLR2G,POLR3K
POLR1B,POLR3K
SSB,POLR3K
POU2F1,POLR3K
ZNRD1,POLR3K
TCEA2,POLR3K
GTF3C5,POLR3K
TBP,POLR3K
BDP1,POLR3K
POLR2L,POLR3K
GTF3C1,POLR3K
NFIB,POLR3K
POLR1E,POLR3K
POLR3H,POLR3K
ZNF143,POLR3K
POLR3F,POLR3K
POLR2H,POLR3K
GTF3C4,POLR3K
POLR2F,POLR3K
POLR2E,POLR3K
POLR2K,POLR3K
GTF3C2,POLR3K
GTF3A,POLR3K
SNAPC5,POLR3K
POLR2B,POLR3K
POLR1C,POLR3K
POLR3E,POLR3K
TCEA1,POLR3K
POLR1D,POLR3K
F2,GNG3
ZNF496,NSD1
NSD1,ZNF496
MITF,PIAS3
PIAS3,MITF
MITF,CREB1
CREB1,MITF
MITF,SUMO1
MITF,TFE3
TFE3,MITF
MITF,PAX6
PAX6,MITF
MITF,OTX2
OTX2,MITF
MITF,PMEL
MITF,IL6ST
BRCA1,KIAA1524
MYC,KIAA1524
JUN,FABP1
NRIP1,FABP1
HDAC3,FABP1
SP1,FABP1
HNF4A,FABP1
GRHL1,FABP1
NR1H3,FABP1
PPARA,FABP1
NCOA1,FABP1
RXRA,FABP1
MED1,FABP1
RELA,FABP1
NCOA6,FABP1
NCOR2,FABP1
ANKRD1,FABP1
FHL2,FABP1
NCOA1,ALB
RXRA,ALB
MYC,ALB
F2,ALB
MEN1,ALB
FOXH1,TDGF1
SMAD3,TDGF1
SOX2,TDGF1
POLR1B,H2AFZ
GATAD2B,H2AFZ
POU2F1,H2AFZ
ZNRD1,H2AFZ
HIST2H2BE,H2AFZ
HDAC3,H2AFZ
H1F0,H2AFZ
HDAC2,H2AFZ
PBX1,H2AFZ
POLR1E,H2AFZ
KMT2A,H2AFZ
SUZ12,H2AFZ
SAP30BP,H2AFZ
POLR2H,H2AFZ
PAX6,H2AFZ
CBX3,H2AFZ
RBBP4,H2AFZ
RXRA,H2AFZ
AEBP2,H2AFZ
MTF2,H2AFZ
RSF1,H2AFZ
POLR2E,H2AFZ
CHD4,H2AFZ
ZNF217,H2AFZ
EHMT1,H2AFZ
DNMT3B,H2AFZ
NR5A2,H2AFZ
POLR2B,H2AFZ
MYC,H2AFZ
EP400,H2AFZ
HMGB2,H2AFZ
HDAC1,H2AFZ
RUVBL2,H2AFZ
JARID2,H2AFZ
POLR1D,H2AFZ
MYBBP1A,H2AFZ
JUN,H2AFZ
TAF1A,H2AFZ
RARG,H2AFZ
POLR2G,H2AFZ
CENPK,H2AFZ
MTA3,H2AFZ
FOS,H2AFZ
MAFB,H2AFZ
BPTF,H2AFZ
SAP30,H2AFZ
WDR5,H2AFZ
DEK,H2AFZ
TBP,H2AFZ
HIST1H2BN,H2AFZ
POLR2L,H2AFZ
GATAD2A,H2AFZ
CHD1,H2AFZ
EHMT2,H2AFZ
RUVBL1,H2AFZ
RNF2,H2AFZ
POLR2F,H2AFZ
DNMT1,H2AFZ
POLR2K,H2AFZ
BAZ1B,H2AFZ
BRCA1,H2AFZ
SMARCA4,H2AFZ
MEN1,H2AFZ
POLR1C,H2AFZ
NCOA6,H2AFZ
NPM1,H2AFZ
SAP18,H2AFZ
EZH2,H2AFZ
MIS18BP1,H2AFZ
UHRF1,H2AFZ
RBBP7,H2AFZ
HMGB2,CDK1
HMGB2,HMGB1
HMGB2,TOP2A
HMGB2,H1F0
H1F0,HMGB2
HMGB2,SET
HMGB2,HIST1H1C
HIST1H1C,HMGB2
HMGB2,NME1
HMGB2,HIST1H1B
HIST1H1B,HMGB2
HMGB2,MAD2L1
HMGB2,HIST1H1E
HIST1H1E,HMGB2
HMGB2,UBE2C
SAP30,MTA3
MTA3,SAP30
SAP30,HIST2H2BE
HIST2H2BE,SAP30
SAP30,HIST1H2BN
HIST1H2BN,SAP30
SAP30,HDAC3
HDAC3,SAP30
SAP30,SMAD3
SMAD3,SAP30
SAP30,HDAC2
HDAC2,SAP30
SAP30,GATAD2A
GATAD2A,SAP30
SAP30,SAP30BP
SAP30BP,SAP30
SAP30,SKIL
SKIL,SAP30
SAP30,RBBP4
RBBP4,SAP30
SAP30,TGIF1
TGIF1,SAP30
SAP30,PHF12
PHF12,SAP30
SAP30,CHD4
CHD4,SAP30
SAP30,DNMT1
DNMT1,SAP30
SAP30,ING3
ING3,SAP30
SAP30,PHF21A
PHF21A,SAP30
SAP30,ZNF217
ZNF217,SAP30
SAP30,DNMT3B
DNMT3B,SAP30
SAP30,HDAC1
HDAC1,SAP30
SAP30,SAP18
SAP18,SAP30
SAP30,FAM60A
SAP30,NCOR2
NCOR2,SAP30
SAP30,ING1
ING1,SAP30
SAP30,RBBP7
RBBP7,SAP30
PTTG1,MAD2L1
RAD51,MAD2L1
FOXM1,MAD2L1
MCM7,MAD2L1
CENPK,MAD2L1
KNTC1,MAD2L1
MCM3,MAD2L1
UHRF1,MAD2L1
NAA15,SSB
SSB,NAA15
F2,F2RL1
TCERG1,CHD8
CHD8,TCERG1
TCERG1,HTATSF1
HTATSF1,TCERG1
TCERG1,CDC5L
CDC5L,TCERG1
TCERG1,SNRPB
SNRPB,TCERG1
TCERG1,PLRG1
PLRG1,TCERG1
TCERG1,HNRNPH1
TCERG1,NPM1
NPM1,TCERG1
TCERG1,SNRPD1
SNRPD1,TCERG1
NPM1,CDK1
NPM1,HIST2H2BE
HIST2H2BE,NPM1
NPM1,CENPN
NPM1,SUMO1
NPM1,HJURP
NPM1,RAN
NPM1,NUP93
NPM1,SET
NPM1,RBBP4
RBBP4,NPM1
NPM1,NAP1L4
NAP1L4,NPM1
NPM1,RSF1
RSF1,NPM1
NPM1,NDC1
NPM1,ITGB3BP
NPM1,FOXM1
FOXM1,NPM1
NPM1,CENPK
CENPK,NPM1
NPM1,AURKB
NPM1,HIST1H2BN
HIST1H2BN,NPM1
NPM1,SUMO2
NPM1,HSPD1
NPM1,ASXL1
ASXL1,NPM1
NPM1,RUVBL1
RUVBL1,NPM1
NPM1,CENPW
NPM1,CEBPA
CEBPA,NPM1
NPM1,MIS18BP1
MIS18BP1,NPM1
NPM1,NAP1L1
NPM1,RBBP7
RBBP7,NPM1
PA2G4,FABP5
RXRA,FABP5
CREG1,FABP5
MED30,HDAC3
HDAC3,MED30
MED30,PPARGC1B
PPARGC1B,MED30
MED30,MED14
MED14,MED30
MED30,MED6
MED6,MED30
MED30,NCOA1
NCOA1,MED30
MED30,RXRA
RXRA,MED30
MED30,MED1
MED1,MED30
MED30,POLR2F
POLR2F,MED30
MED30,CEBPA
CEBPA,MED30
MED30,CEBPD
CEBPD,MED30
MED30,MED13
MED13,MED30
MED30,THRAP3
THRAP3,MED30
MED30,NCOR2
NCOR2,MED30
POLR1B,DCAF13
ZNRD1,DCAF13
WDR5,DCAF13
COPS5,DCAF13
PDCD11,DCAF13
DDB1,DCAF13
AATF,DCAF13
POLR1E,DCAF13
DDX54,DCAF13
POLR1C,DCAF13
COPS2,DCAF13
PWP1,DCAF13
POLR1D,DCAF13
RBBP7,DCAF13
NFIL3,CREB1
CREB1,NFIL3
NFIL3,NR1D2
NR1D2,NFIL3
NFIL3,TIMELESS
TIMELESS,NFIL3
NFIL3,EOMES
EOMES,NFIL3
NFIL3,CLOCK
CLOCK,NFIL3
NFIL3,ARNTL
ARNTL,NFIL3
SOX2,ALDH1A1
COPS2,POLR2G
POLR2G,COPS2
COPS2,WDR5
WDR5,COPS2
COPS2,DTL
COPS2,COPS5
COPS5,COPS2
COPS2,POLR2L
POLR2L,COPS2
COPS2,DDB1
DDB1,COPS2
COPS2,GTF2H2
GTF2H2,COPS2
COPS2,ERCC2
ERCC2,COPS2
COPS2,POLR2H
POLR2H,COPS2
COPS2,TCEB1
TCEB1,COPS2
COPS2,RUVBL1
RUVBL1,COPS2
COPS2,POLR2F
POLR2F,COPS2
COPS2,POLR2E
POLR2E,COPS2
COPS2,ZBTB16
ZBTB16,COPS2
COPS2,POLR2K
POLR2K,COPS2
COPS2,GTF2H3
GTF2H3,COPS2
COPS2,POLR2B
POLR2B,COPS2
COPS2,HDAC1
HDAC1,COPS2
COPS2,RBBP7
RBBP7,COPS2
PCBD1,HNF1B
HNF1B,PCBD1
SSB,CCT2
HDAC3,CCT2
CDC5L,CCT2
EEF1A1,CCT2
PA2G4,CCT2
ILF2,CCT2
GTF2I,CCT2
CREG1,CCT2
POLR3E,POLR3D
POLR3D,POLR3E
POLR3E,POLR2G
POLR2G,POLR3E
POLR3E,POLR1B
POLR1B,POLR3E
POLR3E,SSB
SSB,POLR3E
POLR3E,POU2F1
POU2F1,POLR3E
POLR3E,POLR3G
POLR3E,GTF3C5
GTF3C5,POLR3E
POLR3E,TBP
TBP,POLR3E
POLR3E,BDP1
BDP1,POLR3E
POLR3E,POLR2L
POLR2L,POLR3E
POLR3E,GTF3C1
GTF3C1,POLR3E
POLR3E,NFIB
NFIB,POLR3E
POLR3E,POLR3H
POLR3H,POLR3E
POLR3E,ZNF143
ZNF143,POLR3E
POLR3E,POLR3F
POLR3F,POLR3E
POLR3E,POLR2H
POLR2H,POLR3E
POLR3E,GTF3C4
GTF3C4,POLR3E
POLR3E,POLR2F
POLR2F,POLR3E
POLR3E,POLR2E
POLR2E,POLR3E
POLR3E,POLR2K
POLR2K,POLR3E
POLR3E,GTF3C2
GTF3C2,POLR3E
POLR3E,GTF3A
GTF3A,POLR3E
POLR3E,SNAPC5
SNAPC5,POLR3E
POLR3E,POLR1C
POLR1C,POLR3E
POLR3E,POLR1D
POLR1D,POLR3E
CENPK,KIAA0101
PTTG1,KIAA0101
E2F8,KIAA0101
RAD51,KIAA0101
CTR9,KIAA0101
RFC1,KIAA0101
MIS18BP1,KIAA0101
UHRF1,KIAA0101
FOXM1,KIAA0101
DMTF1,ANPEP
HIST2H2BE,PLK1
PTTG1,PLK1
RAD51,PLK1
CDC5L,PLK1
RBBP4,PLK1
TP53BP1,PLK1
MYC,PLK1
CNTRL,PLK1
FOXM1,PLK1
MCM7,PLK1
CENPK,PLK1
HIST1H2BN,PLK1
BRCA2,PLK1
KNTC1,PLK1
BRCA1,PLK1
MCM3,PLK1
MIS18BP1,PLK1
UHRF1,PLK1
STAT6,STAT2
STAT2,STAT6
STAT6,POU2F1
POU2F1,STAT6
STAT6,IRF9
IRF9,STAT6
STAT6,SND1
SND1,STAT6
STAT6,PIAS2
PIAS2,STAT6
STAT6,PSAT1
STAT6,NCOA1
NCOA1,STAT6
STAT6,FOXO1
FOXO1,STAT6
STAT6,MYC
MYC,STAT6
STAT6,BCL6
BCL6,STAT6
STAT6,STAT4
STAT4,STAT6
STAT6,FOS
FOS,STAT6
STAT6,PIAS3
PIAS3,STAT6
STAT6,CDKN1A
CDKN1A,STAT6
STAT6,JUNB
JUNB,STAT6
STAT6,SOX2
SOX2,STAT6
STAT6,ETS1
ETS1,STAT6
STAT6,BIRC5
STAT6,CEBPD
CEBPD,STAT6
MCM7,TPX2
PTTG1,TPX2
RAD51,TPX2
BRCA1,TPX2
UHRF1,TPX2
CNTRL,TPX2
FOXM1,TPX2
SNRPD1,GTF2F1
GTF2F1,SNRPD1
SNRPD1,YBX1
YBX1,SNRPD1
SNRPD1,POLR2G
POLR2G,SNRPD1
SNRPD1,SRSF3
SRSF3,SNRPD1
SNRPD1,SSB
SSB,SNRPD1
SNRPD1,HNRNPR
HNRNPR,SNRPD1
SNRPD1,DUT
SNRPD1,RNPS1
RNPS1,SNRPD1
SNRPD1,HNRNPK
HNRNPK,SNRPD1
SNRPD1,HNRNPD
HNRNPD,SNRPD1
SNRPD1,POLR2L
POLR2L,SNRPD1
SNRPD1,ALYREF
ALYREF,SNRPD1
SNRPD1,MATR3
MATR3,SNRPD1
SNRPD1,HNRNPA1
SNRPD1,NUP93
SNRPD1,ILF2
ILF2,SNRPD1
SNRPD1,GEMIN2
GEMIN2,SNRPD1
SNRPD1,GTF2F2
GTF2F2,SNRPD1
SNRPD1,ELAVL2
ELAVL2,SNRPD1
SNRPD1,POLR2H
POLR2H,SNRPD1
SNRPD1,SRSF10
SRSF10,SNRPD1
SNRPD1,SRSF5
SRSF5,SNRPD1
SNRPD1,HNRNPA2B1
SNRPD1,CDC5L
CDC5L,SNRPD1
SNRPD1,RUVBL1
RUVBL1,SNRPD1
SNRPD1,SNRPB
SNRPB,SNRPD1
SNRPD1,DDX20
DDX20,SNRPD1
SNRPD1,PLRG1
PLRG1,SNRPD1
SNRPD1,SRSF2
SRSF2,SNRPD1
SNRPD1,POLR2F
POLR2F,SNRPD1
SNRPD1,POLR2E
POLR2E,SNRPD1
SNRPD1,HNRNPH1
SNRPD1,POLR2K
POLR2K,SNRPD1
SNRPD1,NDC1
SNRPD1,POLR2B
POLR2B,SNRPD1
SNRPD1,HNRNPUL1
HNRNPUL1,SNRPD1
SNRPD1,SRRM1
SRRM1,SNRPD1
SNRPD1,RBMX
RBMX,SNRPD1
SNRPD1,PRMT1
MED1,JUN
JUN,MED1
MED1,NRIP1
NRIP1,MED1
MED1,RARG
RARG,MED1
MED1,ABCA1
MED1,FOS
FOS,MED1
MED1,AGT
MED1,APOA2
MED1,HDAC3
HDAC3,MED1
MED1,RXRB
RXRB,MED1
MED1,NR1D2
NR1D2,MED1
MED1,ESRRG
ESRRG,MED1
MED1,SP1
SP1,MED1
MED1,PPARGC1B
PPARGC1B,MED1
MED1,HNF4A
HNF4A,MED1
MED1,MED14
MED14,MED1
MED1,GRHL1
GRHL1,MED1
MED1,NR1H3
NR1H3,MED1
MED1,PPARA
PPARA,MED1
MED1,GTF2A1
GTF2A1,MED1
MED1,MED6
MED6,MED1
MED1,NCOA1
NCOA1,MED1
MED1,RXRA
RXRA,MED1
MED1,PITX2
PITX2,MED1
MED1,HMGCS2
MED1,POLR2F
POLR2F,MED1
MED1,APOA5
MED1,POLR2E
POLR2E,MED1
MED1,CEBPA
CEBPA,MED1
MED1,NR1I3
NR1I3,MED1
MED1,CEBPD
CEBPD,MED1
MED1,MED13
MED13,MED1
MED1,THRB
THRB,MED1
MED1,NCOA6
NCOA6,MED1
MED1,THRAP3
THRAP3,MED1
MED1,MYC
MYC,MED1
MED1,HDAC1
HDAC1,MED1
MED1,ZNHIT3
ZNHIT3,MED1
MED1,NCOR2
NCOR2,MED1
MED1,ANKRD1
ANKRD1,MED1
MED1,FHL2
FHL2,MED1
NME2,RRM1
TAF9,RRM1
MCM7,RRM1
MCM8,RRM1
MCM3,RRM1
UHRF1,RRM1
CNTRL,TUBA1A
CHAF1A,MCM7
MCM7,CHAF1A
CHAF1A,FEN1
CHAF1A,CDC45
CHAF1A,TOP2B
TOP2B,CHAF1A
CHAF1A,PCNA
CHAF1A,ARID1A
ARID1A,CHAF1A
CHAF1A,RBBP4
RBBP4,CHAF1A
CHAF1A,RXRA
RXRA,CHAF1A
CHAF1A,BAZ1B
BAZ1B,CHAF1A
CHAF1A,SMARCA4
SMARCA4,CHAF1A
CHAF1A,MCM3
MCM3,CHAF1A
CHAF1A,SMARCE1
SMARCE1,CHAF1A
CHAF1A,BLM
PTTG1,BIRC5
MED14,BIRC5
RAD51,BIRC5
MED6,BIRC5
FOXM1,BIRC5
CENPK,BIRC5
PIAS3,BIRC5
KNTC1,BIRC5
MCM3,BIRC5
PTTG1,TK1
RAD51,TK1
TFDP1,TK1
DDB1,XRCC5
XRCC5,DDB1
DDB1,DTL
DDB1,COPS5
COPS5,DDB1
DDB1,SUMO1
DDB1,ERCC2
ERCC2,DDB1
DDB1,POLD2
DDB1,SAP30BP
SAP30BP,DDB1
DDB1,POLR2H
POLR2H,DDB1
DDB1,TCEB1
TCEB1,DDB1
DDB1,PLRG1
PLRG1,DDB1
DDB1,POLR2E
POLR2E,DDB1
DDB1,POLR2B
POLR2B,DDB1
DDB1,TCEA1
TCEA1,DDB1
DDB1,POLR2G
POLR2G,DDB1
DDB1,WDR5
WDR5,DDB1
DDB1,PIAS3
PIAS3,DDB1
DDB1,SUMO2
DDB1,POLR2L
POLR2L,DDB1
DDB1,NAE1
DDB1,GTF2H2
GTF2H2,DDB1
DDB1,PARP1
PARP1,DDB1
DDB1,USP1
DDB1,PCNA
DDB1,RUVBL1
RUVBL1,DDB1
DDB1,POLR2F
POLR2F,DDB1
DDB1,POLR2K
POLR2K,DDB1
DDB1,GTF2H3
GTF2H3,DDB1
DDB1,RFC1
RFC1,DDB1
DDB1,HMGN1
HMGN1,DDB1
DDB1,RBBP7
RBBP7,DDB1
POLR2G,POLR3D
POLR3D,POLR2G
POLR2G,JUN
JUN,POLR2G
POLR2G,GTF2F1
GTF2F1,POLR2G
POLR2G,RARG
RARG,POLR2G
POLR2G,YBX1
YBX1,POLR2G
POLR2G,POLR1B
POLR1B,POLR2G
POLR2G,SRSF3
SRSF3,POLR2G
POLR2G,NME2
NME2,POLR2G
POLR2G,MAFB
MAFB,POLR2G
POLR2G,POU2F1
POU2F1,POLR2G
POLR2G,ZNRD1
ZNRD1,POLR2G
POLR2G,WDR5
WDR5,POLR2G
POLR2G,TCEA2
TCEA2,POLR2G
POLR2G,HIST2H2BE
HIST2H2BE,POLR2G
POLR2G,HNRNPR
HNRNPR,POLR2G
POLR2G,TBP
TBP,POLR2G
POLR2G,HIST1H2BN
HIST1H2BN,POLR2G
POLR2G,HDAC3
HDAC3,POLR2G
POLR2G,TAF5
TAF5,POLR2G
POLR2G,RNPS1
RNPS1,POLR2G
POLR2G,COPS5
COPS5,POLR2G
POLR2G,HNRNPK
HNRNPK,POLR2G
POLR2G,HNRNPD
HNRNPD,POLR2G
POLR2G,SP1
SP1,POLR2G
POLR2G,POLR2L
POLR2L,POLR2G
POLR2G,TAF9B
TAF9B,POLR2G
POLR2G,CTDP1
CTDP1,POLR2G
POLR2G,GTF2H2
GTF2H2,POLR2G
POLR2G,ZC3H8
ZC3H8,POLR2G
POLR2G,PBX1
PBX1,POLR2G
POLR2G,ERCC2
ERCC2,POLR2G
POLR2G,TAF6
TAF6,POLR2G
POLR2G,MED14
MED14,POLR2G
POLR2G,ALYREF
ALYREF,POLR2G
POLR2G,RAN
POLR2G,ZNF143
ZNF143,POLR2G
POLR2G,SUZ12
SUZ12,POLR2G
POLR2G,POLD2
POLR2G,POLR3F
POLR3F,POLR2G
POLR2G,HNRNPA1
POLR2G,PCNA
POLR2G,GTF2F2
GTF2F2,POLR2G
POLR2G,GTF2A1
GTF2A1,POLR2G
POLR2G,MED6
MED6,POLR2G
POLR2G,ELAVL2
ELAVL2,POLR2G
POLR2G,POLR2H
POLR2H,POLR2G
POLR2G,CTR9
CTR9,POLR2G
POLR2G,SRSF10
SRSF10,POLR2G
POLR2G,SRSF5
SRSF5,POLR2G
POLR2G,TCEB1
TCEB1,POLR2G
POLR2G,PAX6
PAX6,POLR2G
POLR2G,HNRNPA2B1
POLR2G,CDC5L
CDC5L,POLR2G
POLR2G,SNRPB
SNRPB,POLR2G
POLR2G,SOX2
SOX2,POLR2G
POLR2G,TCEB3
TCEB3,POLR2G
POLR2G,RBBP4
RBBP4,POLR2G
POLR2G,RXRA
RXRA,POLR2G
POLR2G,PLRG1
PLRG1,POLR2G
POLR2G,SRSF2
SRSF2,POLR2G
POLR2G,GTF2A2
GTF2A2,POLR2G
POLR2G,POLR2F
POLR2F,POLR2G
POLR2G,TAF11
TAF11,POLR2G
POLR2G,POLR2E
POLR2E,POLR2G
POLR2G,HNRNPH1
POLR2G,POLR2K
POLR2K,POLR2G
POLR2G,GTF2H3
GTF2H3,POLR2G
POLR2G,BRCA1
BRCA1,POLR2G
POLR2G,SNAPC5
SNAPC5,POLR2G
POLR2G,RFC1
RFC1,POLR2G
POLR2G,POLR2B
POLR2B,POLR2G
POLR2G,HNRNPUL1
HNRNPUL1,POLR2G
POLR2G,HMGN1
HMGN1,POLR2G
POLR2G,SRRM1
SRRM1,POLR2G
POLR2G,POLR1C
POLR1C,POLR2G
POLR2G,NCOA6
NCOA6,POLR2G
POLR2G,FANCI
POLR2G,RBFOX2
RBFOX2,POLR2G
POLR2G,NELFCD
NELFCD,POLR2G
POLR2G,TCEA1
TCEA1,POLR2G
POLR2G,EZH2
EZH2,POLR2G
POLR2G,EWSR1
EWSR1,POLR2G
POLR2G,RBMX
RBMX,POLR2G
POLR2G,TAF13
TAF13,POLR2G
POLR2G,NME1
POLR2G,TAF7
TAF7,POLR2G
POLR2G,POLR1D
POLR1D,POLR2G
POLR2G,RBBP7
RBBP7,POLR2G
ELAVL2,LGALS4
POLR1D,POLR3D
