Gene1,Gene2
RBBP7,HINT1
GATAD2A,HINT1
NME2,HINT1
HDAC1,HINT1
CHD4,HINT1
HDAC3,HINT1
NCOR2,HINT1
MBD3,HINT1
HDAC4,HINT1
MTA2,HINT1
MBD2,HINT1
ING2,HINT1
ASB3,FEM1B
FEM1B,ASB3
ASB3,UBC
ASB3,KLHL9
ASB3,TCEB2
TCEB2,ASB3
ASB3,SMURF2
SMURF2,ASB3
ASB3,UBE2K
UBE2K,ASB3
ASB3,RNF14
RNF14,ASB3
ASB3,WWP1
WWP1,ASB3
ASB3,RPS27A
ASB3,RNF4
RNF4,ASB3
ASB3,RNF19A
RNF19A,ASB3
ASB3,RNF6
RNF6,ASB3
ASB3,COPS5
COPS5,ASB3
ASB3,RLIM
RLIM,ASB3
ASB3,COPS2
COPS2,ASB3
ASB3,SMURF1
SMURF1,ASB3
ASB3,RBX1
ASB3,TCEB1
TCEB1,ASB3
ASB3,VHL
VHL,ASB3
ASB3,RBCK1
RBCK1,ASB3
MAPK9,FOS
FOS,MAPK9
MAPK9,MAP3K7
MAP3K7,MAPK9
MAPK9,NFKB1
NFKB1,MAPK9
MAPK9,NCOA3
NCOA3,MAPK9
MAPK9,TRP53
TRP53,MAPK9
MAPK9,CDC42
MAPK9,JUN
JUN,MAPK9
MAPK9,NFATC1
NFATC1,MAPK9
MAPK9,RELA
RELA,MAPK9
MAPK9,ATF2
ATF2,MAPK9
MAPK9,MED1
MED1,MAPK9
MAPK9,JUNB
JUNB,MAPK9
MAPK9,RAC1
MAPK9,RAC2
MAPK9,FOSL2
FOSL2,MAPK9
MAPK9,NFATC3
NFATC3,MAPK9
MAPK9,PRKCD
MAPK9,DUSP1
XBP1,CANX
ATF6,CANX
PA2G4,GNB2L1
TNF,GNB2L1
PCBP2,GNB2L1
IKBKG,GNB2L1
IKBKB,GNB2L1
EIF5B,GNB2L1
STAT2,GNB2L1
TCEB1,GNB2L1
STAT1,GNB2L1
RBCK1,GNB2L1
PTTG1,PSME2
PTTG1,PSME1
PTTG1,PSMB3
PTTG1,UBC
PTTG1,PSMA7
PTTG1,BUB3
BUB3,PTTG1
PTTG1,PSMA3
PTTG1,TRP53
TRP53,PTTG1
PTTG1,PSMA4
PTTG1,PSMB5
PTTG1,PSMB8
PTTG1,RPS27A
PTTG1,PSMB2
BTG2,CNOT3
CNOT3,BTG2
BTG2,CNOT8
CNOT8,BTG2
BTG2,CNOT6
CNOT6,BTG2
BTG2,FOS
FOS,BTG2
BTG2,CNOT7
CNOT7,BTG2
BTG2,EGR1
EGR1,BTG2
BTG2,ZFP36
ZFP36,BTG2
BTG2,CNOT2
CNOT2,BTG2
BTG2,TRP53
TRP53,BTG2
BTG2,CNOT6L
CNOT6L,BTG2
BTG2,ATF3
ATF3,BTG2
BTG2,JUN
JUN,BTG2
BTG2,DUSP1
BTG2,NR4A1
NR4A1,BTG2
SREBF1,NR1H2
NR1H2,SREBF1
SREBF1,CEBPA
CEBPA,SREBF1
SREBF1,TNF
TNF,SREBF1
SREBF1,TRP53
TRP53,SREBF1
SREBF1,INSIG1
SREBF1,ABCG1
SREBF1,SIRT1
SIRT1,SREBF1
ID2,BCL6
BCL6,ID2
ID2,TCF12
TCF12,ID2
ID2,NFIL3
NFIL3,ID2
ID2,BATF3
BATF3,ID2
DNMT3A,MTF2
MTF2,DNMT3A
DNMT3A,ARID1B
ARID1B,DNMT3A
DNMT3A,RBBP4
RBBP4,DNMT3A
DNMT3A,RBBP7
RBBP7,DNMT3A
DNMT3A,HDAC1
HDAC1,DNMT3A
DNMT3A,H2AFV
DNMT3A,EZH2
EZH2,DNMT3A
DNMT3A,SMARCE1
SMARCE1,DNMT3A
DNMT3A,EHMT1
EHMT1,DNMT3A
DNMT3A,PBRM1
PBRM1,DNMT3A
DNMT3A,SMARCC2
SMARCC2,DNMT3A
DNMT3A,EED
EED,DNMT3A
DNMT3A,TRP53
TRP53,DNMT3A
DNMT3A,SMARCA2
SMARCA2,DNMT3A
DNMT3A,SMARCA4
SMARCA4,DNMT3A
DNMT3A,AEBP2
AEBP2,DNMT3A
DNMT3A,SMARCC1
SMARCC1,DNMT3A
DNMT3A,ARID1A
ARID1A,DNMT3A
DNMT3A,JARID2
JARID2,DNMT3A
DNMT3A,IDH1
DNMT3A,H3F3B
DNMT3A,H3F3A
DNMT3A,SMARCD2
SMARCD2,DNMT3A
DNMT3A,ASXL1
ASXL1,DNMT3A
SMARCD2,ARID1B
ARID1B,SMARCD2
SMARCD2,BRD7
BRD7,SMARCD2
SMARCD2,TBL1X
TBL1X,SMARCD2
SMARCD2,ACTG1
SMARCD2,SMARCE1
SMARCE1,SMARCD2
SMARCD2,DPF2
DPF2,SMARCD2
SMARCD2,CBFB
CBFB,SMARCD2
SMARCD2,PBRM1
PBRM1,SMARCD2
SMARCD2,ACTB
SMARCD2,RUNX1
RUNX1,SMARCD2
SMARCD2,SMARCC2
SMARCC2,SMARCD2
SMARCD2,SMARCA2
SMARCA2,SMARCD2
SMARCD2,SMARCA4
SMARCA4,SMARCD2
SMARCD2,SMARCC1
SMARCC1,SMARCD2
SMARCD2,ARID1A
ARID1A,SMARCD2
DDX5,HNRNPK
HNRNPK,DDX5
DDX5,PA2G4
PA2G4,DDX5
DDX5,SRSF6
SRSF6,DDX5
DDX5,PAPOLA
PAPOLA,DDX5
DDX5,POLR2C
POLR2C,DDX5
DDX5,CDC5L
CDC5L,DDX5
DDX5,NCOA1
NCOA1,DDX5
DDX5,SRSF2
SRSF2,DDX5
DDX5,POLR2D
POLR2D,DDX5
DDX5,POLR2F
POLR2F,DDX5
DDX5,HNRNPD
HNRNPD,DDX5
DDX5,SRSF5
SRSF5,DDX5
DDX5,NCOA3
NCOA3,DDX5
DDX5,TRP53
TRP53,DDX5
DDX5,WBP11
WBP11,DDX5
DDX5,DHX38
DHX38,DDX5
DDX5,HNRNPU
DDX5,PLRG1
PLRG1,DDX5
DDX5,POLR2K
POLR2K,DDX5
DDX5,GTF2F2
GTF2F2,DDX5
DDX5,RNPS1
RNPS1,DDX5
DDX5,POLR2B
POLR2B,DDX5
DDX5,HNRNPA2B1
DDX5,SNRPB
SNRPB,DDX5
DDX5,SRSF3
SRSF3,DDX5
DDX5,GTF2A2
GTF2A2,DDX5
DDX5,YBX1
YBX1,DDX5
DDX5,TBP
TBP,DDX5
DDX5,SRRM1
SRRM1,DDX5
DDX5,KHDRBS1
KHDRBS1,DDX5
DDX5,GTF2A1
GTF2A1,DDX5
DDX5,MBNL1
DDX5,CLTA
DDX5,POLR2J
POLR2J,DDX5
DDX5,SRSF9
SRSF9,DDX5
DDX5,POLR2G
POLR2G,DDX5
DDX5,POLR2H
POLR2H,DDX5
DDX5,CTNNBL1
CTNNBL1,DDX5
DDX5,SRRT
SRRT,DDX5
DDX5,SF1
SF1,DDX5
DDX5,HNRNPF
DDX5,FUS
FUS,DDX5
MED31,MED1
MED1,MED31
MED31,THRAP3
THRAP3,MED31
MED31,GTF2F2
GTF2F2,MED31
MED31,POLR2C
POLR2C,MED31
MED31,MED20
MED20,MED31
MED31,CREBBP
CREBBP,MED31
MED31,POLR2B
POLR2B,MED31
MED31,MED6
MED6,MED31
MED31,MED14
MED14,MED31
MED31,NCOA1
NCOA1,MED31
MED31,POLR2D
POLR2D,MED31
MED31,POLR2F
POLR2F,MED31
MED31,MED17
MED17,MED31
MED31,HDAC3
HDAC3,MED31
MED31,POLR2A
POLR2A,MED31
MED31,NCOA3
NCOA3,MED31
MED31,MED13
MED13,MED31
MED31,NCOR2
NCOR2,MED31
MED31,MED21
MED21,MED31
MED31,POLR2J
POLR2J,MED31
MED31,MED30
MED30,MED31
MED31,POLR2G
POLR2G,MED31
MED31,POLR2H
POLR2H,MED31
MED31,POLR2K
POLR2K,MED31
MED31,MED4
MED4,MED31
MED31,GTF2B
GTF2B,MED31
MED31,MED27
MED27,MED31
MED31,NCOR1
NCOR1,MED31
NME2,POLR2C
POLR2C,NME2
NME2,POLR2F
POLR2F,NME2
NME2,FKBP1A
NME2,TAF9
TAF9,NME2
NME2,POLR2B
POLR2B,NME2
NME2,POLR1C
POLR1C,NME2
NME2,NME1
NME2,RPS17
NME2,POLR2H
POLR2H,NME2
NME2,GNB1
PER1,CLOCK
CLOCK,PER1
PER1,UBC
PER1,TIMELESS
TIMELESS,PER1
PER1,NFIL3
NFIL3,PER1
PER1,RPS27A
GTF2A1,TAF4A
TAF4A,GTF2A1
GTF2A1,TAF7
TAF7,GTF2A1
GTF2A1,GTF2F2
GTF2F2,GTF2A1
GTF2A1,POLR2C
POLR2C,GTF2A1
GTF2A1,TAF10
TAF10,GTF2A1
GTF2A1,TAF6
TAF6,GTF2A1
GTF2A1,POLR2B
POLR2B,GTF2A1
GTF2A1,NCOA1
NCOA1,GTF2A1
GTF2A1,ZFP143
ZFP143,GTF2A1
GTF2A1,POLR2D
POLR2D,GTF2A1
GTF2A1,POLR2F
POLR2F,GTF2A1
GTF2A1,TAF13
TAF13,GTF2A1
GTF2A1,TAF12
TAF12,GTF2A1
GTF2A1,GTF2A2
GTF2A2,GTF2A1
GTF2A1,TCEA1
TCEA1,GTF2A1
GTF2A1,TBPL1
TBPL1,GTF2A1
GTF2A1,POLR2A
POLR2A,GTF2A1
GTF2A1,TBP
TBP,GTF2A1
GTF2A1,INTS12
INTS12,GTF2A1
GTF2A1,TAF11
TAF11,GTF2A1
GTF2A1,TAF9
TAF9,GTF2A1
GTF2A1,TAF1
TAF1,GTF2A1
GTF2A1,NCOA3
NCOA3,GTF2A1
GTF2A1,ELL
ELL,GTF2A1
GTF2A1,POLR2J
POLR2J,GTF2A1
GTF2A1,POLR2G
POLR2G,GTF2A1
GTF2A1,GTF2E2
GTF2E2,GTF2A1
GTF2A1,POLR2H
POLR2H,GTF2A1
GTF2A1,POLR2K
POLR2K,GTF2A1
GTF2A1,SRRT
SRRT,GTF2A1
GTF2A1,GTF2B
GTF2B,GTF2A1
GTF2A1,SNAPC5
SNAPC5,GTF2A1
PNN,THRAP3
THRAP3,PNN
PNN,RNPS1
RNPS1,PNN
PNN,CDC5L
CDC5L,PNN
PNN,PRPF4B
PRPF4B,PNN
PNN,UPF1
UPF1,PNN
PNN,RBM39
RBM39,PNN
POLR2H,HNRNPK
HNRNPK,POLR2H
POLR2H,TAF4A
TAF4A,POLR2H
POLR2H,TAF7
TAF7,POLR2H
POLR2H,DDB1
DDB1,POLR2H
POLR2H,SRSF6
SRSF6,POLR2H
POLR2H,GTF2F2
GTF2F2,POLR2H
POLR2H,RNPS1
RNPS1,POLR2H
POLR2H,PAPOLA
PAPOLA,POLR2H
POLR2H,POLR2C
POLR2C,POLR2H
POLR2H,TAF10
TAF10,POLR2H
POLR2H,RBBP4
RBBP4,POLR2H
POLR2H,CREBBP
CREBBP,POLR2H
POLR2H,TAF6
TAF6,POLR2H
POLR2H,RBBP7
RBBP7,POLR2H
POLR2H,CDC5L
CDC5L,POLR2H
POLR2H,PKNOX1
PKNOX1,POLR2H
POLR2H,POLR2B
POLR2B,POLR2H
POLR2H,MED6
MED6,POLR2H
POLR2H,COPS5
COPS5,POLR2H
POLR2H,MED14
MED14,POLR2H
POLR2H,POLR1D
POLR1D,POLR2H
POLR2H,UBC
POLR2H,SRSF2
SRSF2,POLR2H
POLR2H,ZFP143
ZFP143,POLR2H
POLR2H,HNRNPA2B1
POLR2H,H2AFV
POLR2H,POLR1C
POLR1C,POLR2H
POLR2H,DEK
DEK,POLR2H
POLR2H,COPS2
COPS2,POLR2H
POLR2H,SNRPB
SNRPB,POLR2H
POLR2H,NME1
POLR2H,POLR2D
POLR2D,POLR2H
POLR2H,POLR2F
POLR2F,POLR2H
POLR2H,EZH2
EZH2,POLR2H
POLR2H,TAF13
TAF13,POLR2H
POLR2H,HNRNPD
HNRNPD,POLR2H
POLR2H,SRSF3
SRSF3,POLR2H
POLR2H,TAF12
TAF12,POLR2H
POLR2H,UBTF
UBTF,POLR2H
POLR2H,GTF3C3
GTF3C3,POLR2H
POLR2H,TCEA1
TCEA1,POLR2H
POLR2H,GTF2A2
GTF2A2,POLR2H
POLR2H,EGR2
EGR2,POLR2H
POLR2H,MYBBP1A
MYBBP1A,POLR2H
POLR2H,TCEB3
TCEB3,POLR2H
POLR2H,HDAC3
HDAC3,POLR2H
POLR2H,TBPL1
TBPL1,POLR2H
POLR2H,YBX1
YBX1,POLR2H
POLR2H,POLR2A
POLR2A,POLR2H
POLR2H,POLR3K
POLR3K,POLR2H
POLR2H,ASH2L
ASH2L,POLR2H
POLR2H,MAFB
MAFB,POLR2H
POLR2H,TBP
TBP,POLR2H
POLR2H,INTS12
INTS12,POLR2H
POLR2H,TAF11
TAF11,POLR2H
POLR2H,SRRM1
SRRM1,POLR2H
POLR2H,TAF9
TAF9,POLR2H
POLR2H,RFC1
RFC1,POLR2H
POLR2H,ACTB
POLR2H,SMARCA5
SMARCA5,POLR2H
POLR2H,TAF1
TAF1,POLR2H
POLR2H,SRSF5
SRSF5,POLR2H
POLR2H,TCEB2
TCEB2,POLR2H
POLR2H,NCOA3
NCOA3,POLR2H
POLR2H,EED
EED,POLR2H
POLR2H,ELL
ELL,POLR2H
POLR2H,WBP11
WBP11,POLR2H
POLR2H,RBX1
POLR2H,POLR3C
POLR3C,POLR2H
POLR2H,DHX38
DHX38,POLR2H
POLR2H,TCEB1
TCEB1,POLR2H
POLR2H,ERCC6
ERCC6,POLR2H
POLR2H,MED21
MED21,POLR2H
POLR2H,HNRNPU
POLR2H,TTF1
TTF1,POLR2H
POLR2H,TIAL1
TIAL1,POLR2H
POLR2H,PLRG1
PLRG1,POLR2H
POLR2H,BDP1
BDP1,POLR2H
POLR2H,SSRP1
SSRP1,POLR2H
POLR2H,YY1
YY1,POLR2H
POLR2H,POLR2J
POLR2J,POLR2H
POLR2H,SRSF9
SRSF9,POLR2H
POLR2H,POLR2G
POLR2G,POLR2H
POLR2H,ZNRD1
ZNRD1,POLR2H
POLR2H,GTF2E2
GTF2E2,POLR2H
POLR2H,CTNNBL1
CTNNBL1,POLR2H
POLR2H,POLR2K
POLR2K,POLR2H
POLR2H,JUN
JUN,POLR2H
POLR2H,SRRT
SRRT,POLR2H
POLR2H,GTF2B
GTF2B,POLR2H
POLR2H,H3F3B
POLR2H,H3F3A
POLR2H,SF1
SF1,POLR2H
POLR2H,AFF4
AFF4,POLR2H
POLR2H,SNAPC5
SNAPC5,POLR2H
POLR2H,HNRNPF
POLR2H,RPS27A
POLR2H,FUS
FUS,POLR2H
POLR2H,NCOR1
NCOR1,POLR2H
NFKBIA,PSME1
NFKBIA,PSMB3
NFKBIA,UBC
NFKBIA,REL
REL,NFKBIA
NFKBIA,MAP3K7
MAP3K7,NFKBIA
NFKBIA,NFKB1
NFKB1,NFKBIA
NFKBIA,TNF
TNF,NFKBIA
NFKBIA,PSMA3
NFKBIA,TRP53
TRP53,NFKBIA
NFKBIA,NFKB2
NFKB2,NFKBIA
NFKBIA,NFKBIB
NFKBIB,NFKBIA
NFKBIA,PSMB5
NFKBIA,IKBKG
IKBKG,NFKBIA
NFKBIA,RELA
RELA,NFKBIA
NFKBIA,IKBKB
IKBKB,NFKBIA
NFKBIA,RPS27A
NFKBIA,PSME2
NFKBIA,PSMA7
NFKBIA,RELB
RELB,NFKBIA
NFKBIA,RBX1
NFKBIA,PSMA4
NFKBIA,MYD88
MYD88,NFKBIA
NFKBIA,PSMB8
NFKBIA,PSMB2
HIF1A,CITED2
CITED2,HIF1A
HIF1A,PSME1
HIF1A,PSMB3
HIF1A,CREBBP
CREBBP,HIF1A
HIF1A,UBC
HIF1A,TNF
TNF,HIF1A
HIF1A,PSMA3
HIF1A,TCEB2
TCEB2,HIF1A
HIF1A,TRP53
TRP53,HIF1A
HIF1A,LDHA
HIF1A,PSMB5
HIF1A,STAT3
STAT3,HIF1A
HIF1A,RPS27A
HIF1A,PSME2
HIF1A,ARNT
ARNT,HIF1A
HIF1A,PSMA7
HIF1A,MAPK1
MAPK1,HIF1A
HIF1A,RBX1
HIF1A,PSMA4
HIF1A,TCEB1
TCEB1,HIF1A
HIF1A,VHL
VHL,HIF1A
HIF1A,PSMB8
HIF1A,MAPK3
MAPK3,HIF1A
HIF1A,PSMB2
ZFP36L1,HNRNPD
HNRNPD,ZFP36L1
TRIP11,ARNT
ARNT,TRIP11
PA2G4,NPC2
MAPK1,NPC2
FOS,CREBBP
CREBBP,FOS
FOS,NCOA1
NCOA1,FOS
FOS,ATF4
ATF4,FOS
FOS,TNF
TNF,FOS
FOS,EGR2
EGR2,FOS
FOS,NR3C1
NR3C1,FOS
FOS,NCOA3
NCOA3,FOS
FOS,TRP53
TRP53,FOS
FOS,CEBPB
CEBPB,FOS
FOS,STAT3
STAT3,FOS
FOS,JUN
JUN,FOS
FOS,NFATC1
NFATC1,FOS
FOS,ATF2
ATF2,FOS
FOS,NR4A1
NR4A1,FOS
FOS,MED1
MED1,FOS
FOS,JUNB
JUNB,FOS
FOS,HDAC1
HDAC1,FOS
FOS,H2AFV
FOS,FOSL2
FOSL2,FOS
FOS,EGR1
EGR1,FOS
FOS,MAPK1
MAPK1,FOS
FOS,YY1
YY1,FOS
FOS,ATF3
ATF3,FOS
FOS,STAT1
STAT1,FOS
FOS,H3F3B
FOS,H3F3A
FOS,MAPK3
MAPK3,FOS
FOS,CREB1
CREB1,FOS
FOS,DUSP1
FOS,SIRT1
SIRT1,FOS
FOS,CREM
CREM,FOS
YY1,DDB1
DDB1,YY1
YY1,SIN3A
SIN3A,YY1
YY1,POLR2C
POLR2C,YY1
YY1,RBBP4
RBBP4,YY1
YY1,CREBBP
CREBBP,YY1
YY1,RUVBL2
RUVBL2,YY1
YY1,POLR2D
POLR2D,YY1
YY1,POLR2F
POLR2F,YY1
YY1,EZH2
EZH2,YY1
YY1,YAF2
YAF2,YY1
YY1,RNF2
RNF2,YY1
YY1,POLR2A
POLR2A,YY1
YY1,EZH1
EZH1,YY1
YY1,NCOA3
NCOA3,YY1
YY1,EED
EED,YY1
YY1,TRP53
TRP53,YY1
YY1,RYBP
RYBP,YY1
YY1,ING3
ING3,YY1
YY1,RUVBL1
RUVBL1,YY1
YY1,SMARCA4
SMARCA4,YY1
YY1,TRRAP
TRRAP,YY1
YY1,AEBP2
AEBP2,YY1
YY1,POLR2K
POLR2K,YY1
YY1,JUN
JUN,YY1
YY1,JARID2
JARID2,YY1
YY1,ASXL1
ASXL1,YY1
YY1,ATF2
ATF2,YY1
YY1,BMI1
BMI1,YY1
YY1,RBBP7
RBBP7,YY1
YY1,POLR2B
POLR2B,YY1
YY1,COPS5
COPS5,YY1
YY1,HDAC1
HDAC1,YY1
YY1,H2AFV
YY1,RLIM
RLIM,YY1
YY1,POLR1C
POLR1C,YY1
YY1,COPS2
COPS2,YY1
YY1,ASH2L
ASH2L,YY1
YY1,ACTB
YY1,ATF6
ATF6,YY1
YY1,RBX1
YY1,POLR2J
POLR2J,YY1
YY1,POLR2G
POLR2G,YY1
YY1,H3F3B
YY1,H3F3A
YY1,HCFC1
HCFC1,YY1
YY1,NCOR1
NCOR1,YY1
IRF4,REL
REL,IRF4
IRF4,HIST1H1E
HIST1H1E,IRF4
IRF4,PRDM1
PRDM1,IRF4
IRF4,BCL6
BCL6,IRF4
IRF4,STAT6
STAT6,IRF4
IRF4,MPHOSPH8
MPHOSPH8,IRF4
IRF4,BATF3
BATF3,IRF4
IRF4,MYD88
MYD88,IRF4
IRF4,BATF
BATF,IRF4
IRF4,STAT3
STAT3,IRF4
IRF4,H3F3B
IRF4,H3F3A
DEK,H2AFV
DEK,POLR1C
POLR1C,DEK
DEK,POLR2F
POLR2F,DEK
DEK,MYBBP1A
MYBBP1A,DEK
DEK,TBP
TBP,DEK
DEK,ACTB
DEK,SMARCA5
SMARCA5,DEK
DEK,UPF1
UPF1,DEK
DEK,ERCC6
ERCC6,DEK
DEK,ZNRD1
ZNRD1,DEK
DEK,POLR2K
POLR2K,DEK
DEK,H3F3B
DEK,H3F3A
TAF9,TAF4A
TAF4A,TAF9
TAF9,TAF7
TAF7,TAF9
TAF9,GTF2F2
GTF2F2,TAF9
TAF9,POLR2C
POLR2C,TAF9
TAF9,TAF10
TAF10,TAF9
TAF9,TAF6
TAF6,TAF9
TAF9,POLR2B
POLR2B,TAF9
TAF9,POLR1D
POLR1D,TAF9
TAF9,ZFP143
ZFP143,TAF9
TAF9,RUVBL2
RUVBL2,TAF9
TAF9,NME1
TAF9,POLR2D
POLR2D,TAF9
TAF9,POLR2F
POLR2F,TAF9
TAF9,TAF13
TAF13,TAF9
TAF9,TAF12
TAF12,TAF9
TAF9,GTF2A2
GTF2A2,TAF9
TAF9,TCEA1
TCEA1,TAF9
TAF9,PHF20
PHF20,TAF9
TAF9,RNF2
RNF2,TAF9
TAF9,TADA3
TADA3,TAF9
TAF9,ASH2L
ASH2L,TAF9
TAF9,TBP
TBP,TAF9
TAF9,INTS12
INTS12,TAF9
TAF9,TAF11
TAF11,TAF9
TAF9,TAF1
TAF1,TAF9
TAF9,ELL
ELL,TAF9
TAF9,TRP53
TRP53,TAF9
TAF9,RUVBL1
RUVBL1,TAF9
TAF9,TRRAP
TRRAP,TAF9
TAF9,POLR2J
POLR2J,TAF9
TAF9,POLR2G
POLR2G,TAF9
TAF9,GTF2E2
GTF2E2,TAF9
TAF9,POLR2K
POLR2K,TAF9
TAF9,SRRT
SRRT,TAF9
TAF9,GTF2B
GTF2B,TAF9
TAF9,RPS14
TAF9,HCFC1
HCFC1,TAF9
TAF9,SNAPC5
SNAPC5,TAF9
BTF3,RPL15
BTF3,RPS3
BTF3,RPS21
BTF3,RPL38
BTF3,RPL23
BTF3,RPL37A
BTF3,RPS15A
BTF3,RPL36AL
BTF3,RPL36A
BTF3,RPL5
BTF3,RPS20
BTF3,RPL14
BTF3,RPS24
BTF3,RPS8
BTF3,RPS17
BTF3,RPS19
BTF3,RPS13
BTF3,RPS6
BTF3,RPL18
BTF3,RPL35A
BTF3,RPS16
BTF3,NACA
BTF3,RPS14
BTF3,RPS27A
BTF3,RPS25
RB1,RBBP4
RBBP4,RB1
RB1,H1F0
H1F0,RB1
RB1,CEBPA
CEBPA,RB1
RB1,HIST1H1E
HIST1H1E,RB1
RB1,TRP53
TRP53,RB1
RB1,HIST1H1C
HIST1H1C,RB1
RB1,RUNX2
RUNX2,RB1
RB1,TFDP2
TFDP2,RB1
RB1,RBBP7
RBBP7,RB1
RB1,HDAC1
HDAC1,RB1
RB1,H2AFV
RB1,TFDP1
TFDP1,RB1
RB1,RBL1
RBL1,RB1
RB1,RBL2
RBL2,RB1
RB1,H3F3B
RB1,H3F3A
MED4,MED1
MED1,MED4
MED4,THRAP3
THRAP3,MED4
MED4,MED20
MED20,MED4
MED4,CREBBP
CREBBP,MED4
MED4,CDC5L
CDC5L,MED4
MED4,MED6
MED6,MED4
MED4,MED14
MED14,MED4
MED4,NCOA1
NCOA1,MED4
MED4,MED17
MED17,MED4
MED4,HDAC3
HDAC3,MED4
MED4,NCOA3
NCOA3,MED4
MED4,MED13
MED13,MED4
MED4,NCOR2
NCOR2,MED4
MED4,MED21
MED21,MED4
MED4,MED30
MED30,MED4
MED4,MED27
MED27,MED4
MED4,NCOR1
NCOR1,MED4
REL,PSMB5
HNRNPD,PSMB5
NFKB1,PSMB5
TNF,PSMB5
APC,PSMB5
TCEB2,PSMB5
TRP53,PSMB5
NF1,PSMB5
SMURF2,PSMB5
NFKB2,PSMB5
NFKBIB,PSMB5
WWP1,PSMB5
RELA,PSMB5
RUNX3,PSMB5
BUB3,PSMB5
RELB,PSMB5
TCEB1,PSMB5
VHL,PSMB5
RNF19A,UBC
RNF19A,KLHL9
RNF19A,TCEB2
TCEB2,RNF19A
RNF19A,UBE2L3
RNF19A,SMURF2
SMURF2,RNF19A
RNF19A,UBE2K
UBE2K,RNF19A
RNF19A,RNF14
RNF14,RNF19A
RNF19A,WWP1
WWP1,RNF19A
RNF19A,RPS27A
RNF19A,RNF4
RNF4,RNF19A
RNF19A,RNF6
RNF6,RNF19A
RNF19A,RLIM
RLIM,RNF19A
RNF19A,SMURF1
SMURF1,RNF19A
RNF19A,RBX1
RNF19A,TCEB1
TCEB1,RNF19A
RNF19A,VHL
VHL,RNF19A
RNF19A,RBCK1
RBCK1,RNF19A
TBP,YWHAZ
DDB1,RBX1
FEM1B,RBX1
POLR2C,RBX1
RNF4,RBX1
RNF6,RBX1
RBBP7,RBX1
POLR2B,RBX1
COPS5,RBX1
RLIM,RBX1
COPS2,RBX1
POLR2D,RBX1
POLR2F,RBX1
NFKB1,RBX1
SMURF1,RBX1
TCEA1,RBX1
RNF2,RBX1
APC,RBX1
RFC1,RBX1
TCEB2,RBX1
NF1,RBX1
SMURF2,RBX1
TCEB1,RBX1
UBE2K,RBX1
ERCC6,RBX1
PIAS1,RBX1
VHL,RBX1
SMAD2,RBX1
RUVBL1,RBX1
PARP1,RBX1
RNF14,RBX1
WWP1,RBX1
POLR2J,RBX1
POLR2G,RBX1
POLR2K,RBX1
RELA,RBX1
RBCK1,RBX1
RNF14,NDUFA6
SREBF2,NR1H2
NR1H2,SREBF2
SREBF2,INSIG1
SREBF2,ABCG1
VDR,NCOA1
NCOA1,VDR
VDR,RUNX2
RUNX2,VDR
VDR,MED1
MED1,VDR
CIITA,NFYC
NFYC,CIITA
CIITA,CREBBP
CREBBP,CIITA
CIITA,H2-K1
CIITA,PRDM1
PRDM1,CIITA
CIITA,CEBPG
CEBPG,CIITA
CIITA,CEBPB
CEBPB,CIITA
CIITA,NFYA
NFYA,CIITA
CIITA,STAT1
STAT1,CIITA
CIITA,CREB1
CREB1,CIITA
BCL6,TRP53
TRP53,BCL6
BCL6,NCOR2
NCOR2,BCL6
BCL6,STAT3
STAT3,BCL6
BCL6,BCOR
BCOR,BCL6
BCL6,HSP90AB1
BCL6,STAT1
STAT1,BCL6
BCL6,SIRT1
SIRT1,BCL6
BCL6,NCOR1
NCOR1,BCL6
CREBBP,CITED2
CITED2,CREBBP
CREBBP,ARID1B
ARID1B,CREBBP
CREBBP,SIN3A
SIN3A,CREBBP
CREBBP,POLR2C
POLR2C,CREBBP
CREBBP,RBBP4
RBBP4,CREBBP
CREBBP,MED6
MED6,CREBBP
CREBBP,CLOCK
CLOCK,CREBBP
CREBBP,MED14
MED14,CREBBP
CREBBP,NCOA1
NCOA1,CREBBP
CREBBP,NFE2L2
NFE2L2,CREBBP
CREBBP,POLR2D
POLR2D,CREBBP
CREBBP,POLR2F
POLR2F,CREBBP
CREBBP,EZH2
EZH2,CREBBP
CREBBP,NFKB1
NFKB1,CREBBP
CREBBP,ATF4
ATF4,CREBBP
CREBBP,MED17
MED17,CREBBP
CREBBP,CBFB
CBFB,CREBBP
CREBBP,POLR2A
POLR2A,CREBBP
CREBBP,NR3C1
NR3C1,CREBBP
CREBBP,RUNX1
RUNX1,CREBBP
CREBBP,NCOA3
NCOA3,CREBBP
CREBBP,EED
EED,CREBBP
CREBBP,TRP53
TRP53,CREBBP
CREBBP,NOTCH2
NOTCH2,CREBBP
CREBBP,NCOR2
NCOR2,CREBBP
CREBBP,TCF12
TCF12,CREBBP
CREBBP,SMARCA4
SMARCA4,CREBBP
CREBBP,MEF2A
MEF2A,CREBBP
CREBBP,ETS2
ETS2,CREBBP
CREBBP,STAT3
STAT3,CREBBP
CREBBP,POLR2K
POLR2K,CREBBP
CREBBP,JUN
JUN,CREBBP
CREBBP,GTF2B
GTF2B,CREBBP
CREBBP,RELA
RELA,CREBBP
CREBBP,TLE3
TLE3,CREBBP
CREBBP,ATF2
ATF2,CREBBP
CREBBP,MED1
MED1,CREBBP
CREBBP,THRAP3
THRAP3,CREBBP
CREBBP,MED20
MED20,CREBBP
